7.026040000000000418e+02 -3.165983999999999924e+03 6.164750000000000227e+02 5.586929999999999836e+02 -3.148518000000000029e+03 8.128189999999999600e+02 5.340910000000000082e+02 -3.054820999999999913e+03 4.774870000000000232e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.556580000000000155e+02 -2.741572000000000116e+03 6.131970000000000027e+02 4.115779999999999745e+02 -2.754403999999999996e+03 8.098319999999999936e+02 3.674839999999999804e+02 -2.667838999999999942e+03 4.745880000000000223e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.235049999999999955e+02 -2.356746999999999844e+03 6.104510000000000218e+02 1.855800000000000125e+02 -2.399284999999999854e+03 8.072949999999999591e+02 1.238859999999999957e+02 -2.323748000000000047e+03 4.721779999999999973e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.633099999999999952e+01 -2.028497000000000071e+03 6.082129999999999654e+02 -1.093889999999999958e+02 -2.098800999999999931e+03 8.052319999999999709e+02 -1.860049999999999955e+02 -2.037736000000000104e+03 4.702570000000000050e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.700000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-3.523210000000000264e+02 -1.771314000000000078e+03 6.065399999999999636e+02 -4.603849999999999909e+02 -1.866220000000000027e+03 8.037559999999999718e+02 -5.485729999999999791e+02 -1.822388999999999896e+03 4.689220000000000255e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.900000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.663390000000000555e+02 -1.596388999999999896e+03 6.055570000000000164e+02 -8.519650000000000318e+02 -1.711685999999999922e+03 8.029039999999999964e+02 -9.479070000000000391e+02 -1.687144000000000005e+03 4.682180000000000177e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.100000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.425059999999999718e+02 -2.475268999999999778e+03 1.359056000000000040e+03 -1.064588999999999942e+03 -2.659782000000000153e+03 1.462116999999999962e+03 -1.098657999999999902e+03 -2.471543000000000120e+03 1.170194999999999936e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700000000000000000e+01 -3.000000000000000000e+01 3.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.554850000000000136e+02 -1.986075000000000045e+03 1.015576999999999998e+03 -8.645679999999999836e+02 -2.136114999999999782e+03 1.174240999999999985e+03 -9.294619999999999891e+02 -2.029059999999999945e+03 8.484299999999999500e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700000000000000000e+01 -1.400000000000000000e+01 1.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.091609999999999445e+02 -1.604298999999999978e+03 5.408379999999999654e+02 -7.002500000000000000e+02 -1.706840999999999894e+03 7.427089999999999463e+02 -7.981799999999999500e+02 -1.686613000000000056e+03 4.083779999999999859e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700000000000000000e+01 2.000000000000000000e+00 -2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.148640000000000327e+02 -1.359973999999999933e+03 -2.791199999999999903e+01 -5.844059999999999491e+02 -1.405780999999999949e+03 2.015449999999999875e+02 -7.149489999999999554e+02 -1.471053000000000111e+03 -1.154549999999999983e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700000000000000000e+01 1.800000000000000000e+01 -1.800000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.800169999999999959e+02 -1.271592000000000098e+03 -6.464679999999999609e+02 -5.261459999999999582e+02 -1.255826999999999998e+03 -4.072880000000000109e+02 -6.863379999999999654e+02 -1.398786000000000058e+03 -6.823289999999999509e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700000000000000000e+01 3.400000000000000000e+01 -3.400000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.069159999999999968e+02 -1.345679000000000087e+03 -1.266038000000000011e+03 -5.295910000000000082e+02 -1.268378999999999905e+03 -1.035671000000000049e+03 -7.142179999999999609e+02 -1.475057000000000016e+03 -1.247757000000000062e+03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700000000000000000e+01 5.000000000000000000e+01 -5.000000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.409890000000000327e+02 -2.220617000000000189e+03 -9.868559999999999945e+02 -8.565729999999999791e+02 -2.124838999999999942e+03 -7.629460000000000264e+02 -1.047480000000000018e+03 -2.347815000000000055e+03 -9.516340000000000146e+02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.700000000000000000e+01 0.000000000000000000e+00 -5.500000000000000000e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
